            96	2025-07-01 07:26:42	2	1	1	0
            96	2025-07-01 07:26:48	2	0	1	0
            97	2025-07-01 07:33:25	2	0	1	0
           166	2025-07-01 07:34:55	2	0	1	0
           137	2025-07-01 07:46:56	2	0	1	0
           176	2025-07-01 07:47:37	2	0	1	0
           134	2025-07-01 07:47:50	2	0	1	0
           178	2025-07-01 07:48:16	2	0	1	0
             4	2025-07-01 07:51:00	2	0	1	0
           177	2025-07-01 07:54:18	2	0	1	0
           155	2025-07-01 07:54:24	2	0	1	0
           127	2025-07-01 07:56:37	2	0	1	0
           179	2025-07-01 08:00:15	2	0	1	0
           142	2025-07-01 08:04:22	2	0	1	0
           183	2025-07-01 08:06:17	2	0	1	0
            31	2025-07-01 08:09:58	2	0	1	0
           180	2025-07-01 08:10:34	2	0	1	0
             5	2025-07-01 08:12:44	2	0	1	0
             5	2025-07-01 08:12:48	2	0	1	0
           113	2025-07-01 08:13:51	2	0	1	0
           136	2025-07-01 08:13:57	2	0	1	0
           163	2025-07-01 08:14:03	2	0	1	0
           167	2025-07-01 08:23:22	2	0	1	0
            54	2025-07-01 08:24:23	2	0	1	0
            54	2025-07-01 08:24:26	2	0	1	0
           117	2025-07-01 08:25:14	2	0	1	0
           121	2025-07-01 08:25:49	2	0	1	0
            50	2025-07-01 08:27:03	2	0	1	0
           161	2025-07-01 08:29:10	2	0	1	0
            72	2025-07-01 08:30:14	2	0	1	0
            72	2025-07-01 08:30:18	2	0	1	0
            25	2025-07-01 08:35:00	2	0	1	0
             9	2025-07-01 09:30:28	2	0	1	0
            93	2025-07-01 12:29:27	2	0	1	0
            93	2025-07-01 12:29:31	2	0	1	0
           166	2025-07-01 12:56:21	2	1	1	0
           183	2025-07-01 12:56:27	2	1	1	0
            97	2025-07-01 12:56:51	2	1	1	0
           161	2025-07-01 12:56:59	2	1	1	0
           178	2025-07-01 12:57:10	2	1	1	0
             4	2025-07-01 12:57:25	2	1	1	0
           134	2025-07-01 12:57:43	2	1	1	0
           177	2025-07-01 12:58:15	2	1	1	0
           142	2025-07-01 13:05:46	2	1	1	0
           132	2025-07-01 13:07:28	2	0	1	0
           177	2025-07-01 13:29:46	2	0	1	0
            97	2025-07-01 13:50:09	2	0	1	0
           166	2025-07-01 13:53:50	2	0	1	0
           183	2025-07-01 13:53:57	2	0	1	0
           178	2025-07-01 13:54:04	2	0	1	0
           134	2025-07-01 13:54:21	2	0	1	0
           161	2025-07-01 13:56:17	2	0	1	0
           142	2025-07-01 13:57:10	2	0	1	0
             4	2025-07-01 13:57:30	2	0	1	0
            93	2025-07-01 16:02:26	2	0	1	0
            31	2025-07-01 17:03:01	2	0	1	0
            93	2025-07-01 17:10:23	2	0	1	0
           166	2025-07-01 18:23:00	2	1	1	0
           183	2025-07-01 18:23:07	2	1	1	0
           161	2025-07-01 18:23:25	2	1	1	0
           134	2025-07-01 18:23:41	2	1	1	0
            97	2025-07-01 18:23:48	2	1	1	0
           155	2025-07-01 18:23:55	2	1	1	0
           180	2025-07-01 18:23:58	2	1	1	0
           176	2025-07-01 18:24:03	2	1	1	0
           136	2025-07-01 18:24:07	2	1	1	0
           163	2025-07-01 18:24:13	2	1	1	0
           177	2025-07-01 18:24:21	2	1	1	0
           132	2025-07-01 18:24:26	2	1	1	0
             4	2025-07-01 18:24:30	2	1	1	0
           127	2025-07-01 18:24:35	2	1	1	0
           178	2025-07-01 18:24:56	2	1	1	0
           113	2025-07-01 18:26:05	2	1	1	0
           117	2025-07-01 18:26:41	2	1	1	0
            25	2025-07-01 18:26:48	2	1	1	0
            54	2025-07-01 18:26:53	2	1	1	0
           167	2025-07-01 18:26:58	2	1	1	0
           142	2025-07-01 18:27:05	2	1	1	0
            93	2025-07-01 18:27:18	2	1	1	0
            93	2025-07-01 18:27:21	2	1	1	0
            72	2025-07-01 18:27:43	2	1	1	0
            72	2025-07-01 18:27:47	2	1	1	0
           121	2025-07-01 18:28:33	2	1	1	0
             5	2025-07-01 18:29:33	2	1	1	0
             9	2025-07-01 18:35:43	2	1	1	0
           179	2025-07-01 18:38:56	2	1	1	0
            97	2025-07-02 07:37:39	2	0	1	0
           166	2025-07-02 07:37:45	2	0	1	0
            96	2025-07-02 07:37:53	2	0	1	0
           137	2025-07-02 07:39:49	2	0	1	0
           142	2025-07-02 07:40:51	2	0	1	0
           134	2025-07-02 07:41:04	2	0	1	0
           177	2025-07-02 07:45:53	2	0	1	0
           178	2025-07-02 07:49:10	2	0	1	0
             4	2025-07-02 07:53:34	2	0	1	0
           179	2025-07-02 07:58:29	2	0	1	0
           155	2025-07-02 07:59:48	2	0	1	0
           127	2025-07-02 08:00:00	2	0	1	0
            79	2025-07-02 08:04:49	2	0	1	0
           183	2025-07-02 08:05:40	2	0	1	0
           169	2025-07-02 08:06:30	2	0	1	0
            31	2025-07-02 08:07:34	2	0	1	0
           163	2025-07-02 08:08:06	2	0	1	0
           136	2025-07-02 08:08:18	2	0	1	0
           176	2025-07-02 08:08:32	2	0	1	0
           113	2025-07-02 08:12:08	2	0	1	0
            54	2025-07-02 08:14:21	2	0	1	0
            54	2025-07-02 08:14:29	2	0	1	0
           161	2025-07-02 08:15:11	2	0	1	0
             5	2025-07-02 08:15:23	2	0	1	0
            72	2025-07-02 08:16:22	2	0	1	0
            72	2025-07-02 08:16:26	2	0	1	0
           167	2025-07-02 08:21:16	2	0	1	0
           180	2025-07-02 08:21:36	2	0	1	0
            50	2025-07-02 08:22:25	2	0	1	0
           117	2025-07-02 08:25:38	2	0	1	0
            39	2025-07-02 08:28:42	2	0	1	0
            51	2025-07-02 08:28:49	2	0	1	0
            51	2025-07-02 08:28:53	2	0	1	0
            10	2025-07-02 08:37:52	2	0	1	0
            10	2025-07-02 08:39:36	2	0	1	0
           121	2025-07-02 08:41:46	2	0	1	0
             9	2025-07-02 09:02:43	2	0	1	0
            93	2025-07-02 10:47:27	2	0	1	0
            93	2025-07-02 10:47:31	2	0	1	0
           161	2025-07-02 12:55:38	2	0	1	0
           166	2025-07-02 12:55:49	2	1	1	0
           134	2025-07-02 12:55:54	2	1	1	0
            97	2025-07-02 12:56:04	2	1	1	0
             4	2025-07-02 12:56:41	2	1	1	0
             5	2025-07-02 12:57:05	2	1	1	0
           142	2025-07-02 12:58:00	2	1	1	0
           178	2025-07-02 12:58:07	2	1	1	0
           183	2025-07-02 12:58:14	2	1	1	0
           177	2025-07-02 12:58:26	2	1	1	0
           127	2025-07-02 12:58:32	2	1	1	0
           176	2025-07-02 12:58:41	2	1	1	0
            50	2025-07-02 12:58:50	2	1	1	0
           132	2025-07-02 13:05:08	2	0	1	0
            10	2025-07-02 13:15:43	2	0	1	0
           177	2025-07-02 13:29:26	2	0	1	0
           134	2025-07-02 13:46:55	2	0	1	0
           166	2025-07-02 13:47:02	2	0	1	0
            97	2025-07-02 13:47:15	2	0	1	0
           183	2025-07-02 13:47:23	2	0	1	0
             4	2025-07-02 13:48:53	2	0	1	0
           178	2025-07-02 13:49:00	2	0	1	0
           142	2025-07-02 13:55:10	2	0	1	0
           127	2025-07-02 13:55:31	2	0	1	0
           176	2025-07-02 13:55:40	2	0	1	0
           161	2025-07-02 13:57:24	2	0	1	0
            10	2025-07-02 14:10:28	2	0	1	0
           169	2025-07-02 14:57:46	2	0	1	0
           169	2025-07-02 14:57:51	2	0	1	0
            93	2025-07-02 16:00:40	2	0	1	0
            79	2025-07-02 16:01:06	2	0	1	0
           134	2025-07-02 16:35:11	2	0	1	0
           134	2025-07-02 16:36:29	2	0	1	0
           171	2025-07-02 16:40:10	2	0	1	0
           171	2025-07-02 16:40:17	2	0	1	0
           173	2025-07-02 16:42:45	2	0	1	0
           173	2025-07-02 16:42:51	2	0	1	0
           166	2025-07-02 16:45:53	2	1	1	0
            79	2025-07-02 17:02:48	2	1	1	0
            93	2025-07-02 17:02:54	2	1	1	0
           169	2025-07-02 18:24:41	2	1	1	0
           155	2025-07-02 18:24:50	2	1	1	0
           180	2025-07-02 18:24:55	2	1	1	0
           161	2025-07-02 18:25:18	2	1	1	0
           136	2025-07-02 18:25:23	2	1	1	0
           163	2025-07-02 18:25:33	2	1	1	0
           173	2025-07-02 18:25:39	2	1	1	0
           171	2025-07-02 18:25:45	2	1	1	0
           134	2025-07-02 18:25:52	2	1	1	0
             4	2025-07-02 18:25:59	2	1	1	0
           176	2025-07-02 18:26:06	2	1	1	0
           178	2025-07-02 18:26:12	2	1	1	0
           183	2025-07-02 18:26:22	2	1	1	0
            97	2025-07-02 18:26:40	2	1	1	0
           132	2025-07-02 18:26:46	2	1	1	0
            10	2025-07-02 18:26:52	2	1	1	0
           177	2025-07-02 18:26:57	2	1	1	0
           113	2025-07-02 18:27:02	2	1	1	0
            54	2025-07-02 18:27:07	2	1	1	0
           117	2025-07-02 18:27:11	2	1	1	0
            79	2025-07-02 18:27:18	2	1	1	0
            93	2025-07-02 18:27:32	2	1	1	0
           142	2025-07-02 18:27:38	2	1	1	0
            31	2025-07-02 18:27:50	2	1	1	0
            39	2025-07-02 18:27:54	2	1	1	0
           127	2025-07-02 18:28:00	2	1	1	0
            72	2025-07-02 18:28:04	2	1	1	0
            72	2025-07-02 18:28:09	2	1	1	0
           121	2025-07-02 18:28:14	2	1	1	0
           167	2025-07-02 18:28:19	2	1	1	0
            51	2025-07-02 18:28:25	2	1	1	0
            51	2025-07-02 18:28:34	2	1	1	0
             9	2025-07-02 18:32:22	2	1	1	0
           179	2025-07-02 18:40:37	2	1	1	0
            96	2025-07-02 18:47:12	2	1	1	0
            97	2025-07-03 07:36:53	2	0	1	0
            96	2025-07-03 07:36:59	2	0	1	0
           134	2025-07-03 07:37:17	2	0	1	0
           166	2025-07-03 07:37:44	2	0	1	0
           142	2025-07-03 07:42:37	2	0	1	0
           180	2025-07-03 07:43:21	2	0	1	0
           171	2025-07-03 07:45:12	2	0	1	0
           173	2025-07-03 07:50:36	2	0	1	0
           177	2025-07-03 07:51:12	2	0	1	0
           169	2025-07-03 07:54:12	2	0	1	0
             4	2025-07-03 07:55:40	2	0	1	0
           179	2025-07-03 07:56:31	2	0	1	0
           155	2025-07-03 07:57:19	2	0	1	0
           176	2025-07-03 07:59:10	2	0	1	0
           127	2025-07-03 08:02:48	2	0	1	0
            79	2025-07-03 08:04:09	2	0	1	0
            31	2025-07-03 08:07:18	2	0	1	0
           183	2025-07-03 08:07:24	2	0	1	0
           113	2025-07-03 08:07:49	2	0	1	0
           136	2025-07-03 08:11:11	2	0	1	0
           163	2025-07-03 08:11:17	2	0	1	0
            72	2025-07-03 08:12:21	2	0	1	0
            72	2025-07-03 08:12:25	2	0	1	0
           161	2025-07-03 08:16:54	2	0	1	0
            54	2025-07-03 08:18:55	2	0	1	0
            54	2025-07-03 08:19:05	2	0	1	0
            50	2025-07-03 08:21:06	2	0	1	0
           167	2025-07-03 08:24:50	2	0	1	0
           121	2025-07-03 08:25:52	2	0	1	0
            25	2025-07-03 08:27:03	2	0	1	0
           117	2025-07-03 08:27:08	2	0	1	0
            39	2025-07-03 08:28:33	2	0	1	0
            93	2025-07-03 08:29:09	2	0	1	0
            93	2025-07-03 08:29:13	2	0	1	0
            10	2025-07-03 08:34:17	2	0	1	0
            51	2025-07-03 08:34:21	2	0	1	0
             9	2025-07-03 09:39:12	2	0	1	0
           163	2025-07-03 11:01:50	2	0	1	0
           134	2025-07-03 12:56:36	2	1	1	0
           166	2025-07-03 12:56:42	2	1	1	0
           183	2025-07-03 12:56:49	2	1	1	0
             4	2025-07-03 12:56:58	2	1	1	0
            97	2025-07-03 12:57:04	2	1	1	0
           173	2025-07-03 12:57:11	2	1	1	0
           161	2025-07-03 12:57:18	2	1	1	0
           176	2025-07-03 12:57:23	2	1	1	0
           127	2025-07-03 12:57:29	2	1	1	0
           171	2025-07-03 12:57:35	2	1	1	0
           177	2025-07-03 12:57:59	2	1	1	0
           142	2025-07-03 12:58:29	2	1	1	0
           132	2025-07-03 13:08:32	2	0	1	0
            10	2025-07-03 13:11:40	2	0	1	0
           177	2025-07-03 13:36:03	2	0	1	0
           134	2025-07-03 13:44:10	2	0	1	0
           166	2025-07-03 13:44:14	2	0	1	0
           183	2025-07-03 13:44:21	2	0	1	0
            97	2025-07-03 13:44:27	2	0	1	0
           171	2025-07-03 13:46:19	2	0	1	0
           173	2025-07-03 13:47:17	2	0	1	0
             4	2025-07-03 13:52:58	2	0	1	0
           169	2025-07-03 13:57:27	2	0	1	0
           136	2025-07-03 13:57:39	2	0	1	0
           161	2025-07-03 13:58:30	2	0	1	0
           142	2025-07-03 13:58:36	2	0	1	0
           176	2025-07-03 13:58:43	2	0	1	0
           127	2025-07-03 13:58:50	2	0	1	0
            50	2025-07-03 13:59:16	2	5	1	0
           155	2025-07-03 14:02:00	2	5	1	0
            10	2025-07-03 14:03:52	2	5	1	0
           155	2025-07-03 14:54:27	2	0	1	0
           169	2025-07-03 14:55:15	2	0	1	0
           136	2025-07-03 15:00:24	2	0	1	0
           136	2025-07-03 15:00:27	2	0	1	0
            93	2025-07-03 16:00:36	2	0	1	0
            79	2025-07-03 16:00:55	2	0	1	0
           161	2025-07-03 18:24:04	2	0	1	0
           173	2025-07-03 18:24:11	2	0	1	0
           171	2025-07-03 18:24:44	2	0	1	0
           171	2025-07-03 18:24:54	2	1	1	0
           134	2025-07-03 18:24:59	2	1	1	0
           166	2025-07-03 18:25:05	2	1	1	0
           183	2025-07-03 18:25:12	2	1	1	0
            97	2025-07-03 18:25:19	2	1	1	0
           127	2025-07-03 18:25:26	2	1	1	0
             4	2025-07-03 18:25:32	2	1	1	0
           132	2025-07-03 18:25:36	2	1	1	0
           169	2025-07-03 18:25:46	2	1	1	0
           155	2025-07-03 18:25:53	2	1	1	0
           113	2025-07-03 18:25:57	2	1	1	0
           177	2025-07-03 18:26:01	2	1	1	0
           176	2025-07-03 18:26:08	2	1	1	0
           136	2025-07-03 18:26:14	2	1	1	0
           167	2025-07-03 18:26:19	2	1	1	0
           117	2025-07-03 18:26:40	2	1	1	0
            25	2025-07-03 18:26:48	2	1	1	0
            10	2025-07-03 18:26:54	2	1	1	0
            54	2025-07-03 18:26:58	2	1	1	0
           142	2025-07-03 18:27:03	2	1	1	0
           180	2025-07-03 18:27:12	2	1	1	0
            79	2025-07-03 18:27:20	2	1	1	0
            93	2025-07-03 18:27:50	2	1	1	0
           121	2025-07-03 18:27:57	2	1	1	0
            51	2025-07-03 18:29:10	2	1	1	0
            51	2025-07-03 18:29:16	2	1	1	0
             9	2025-07-03 18:31:26	2	1	1	0
            39	2025-07-03 18:36:34	2	1	1	0
            31	2025-07-03 18:36:41	2	1	1	0
            72	2025-07-03 18:36:45	2	1	1	0
            72	2025-07-03 18:36:49	2	1	1	0
           179	2025-07-03 18:41:29	2	1	1	0
            96	2025-07-03 18:51:52	2	1	1	0
           166	2025-07-04 07:28:19	2	0	1	0
           179	2025-07-04 07:28:27	2	0	1	0
            96	2025-07-04 07:28:34	2	0	1	0
           113	2025-07-04 07:29:27	2	0	1	0
            97	2025-07-04 07:31:46	2	0	1	0
           142	2025-07-04 07:31:55	2	0	1	0
           134	2025-07-04 07:37:25	2	0	1	0
           137	2025-07-04 07:37:37	2	0	1	0
